BUILDING ADDRESS,BUILDING ID,CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),COMPLIANCE STATUS,% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,ENERGY STAR SCORE,ENERGY STAR CERTIFICATION - ELIGIBILITY,ENERGY STAR CERTIFICATION - LAST APPROVAL DATE,ENERGY STAR CERTIFICATION - YEAR(S) CERTIFIED,ENTITY RESPONSIBLE FOR BENCHMARK,GROSS BUILDING FLOOR AREA (ft²),INDOOR WATER USE (kgal),INDOOR WATER USE INTENSITY (gal/ft²),NUMBER OF BUILDINGS,OCCUPANCY,OUTDOOR WATER USE (kgal),POSTAL CODE,PROGRAM YEAR,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),WEATHER NORMALIZED SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (EUI) (kBtu/ft²),YEAR BUILT,AIN,LADBS Building Category
1439 N POINSETTIA PL,112217100405,,NOT COMPLIED,,,,,,,,,,,,,,90046,2018,,,,,,,,063,"50,000 to 99,999 sqft"
819 S NEW HAMPSHIRE AVE,472803843210,50.8,COMPLIED,-33.8,-33.8,94.0,No,Not Available,Not Available,"RealPage Utility Management, Inc.",33663.0,Not Available,Not Available,1.0,95.0,Not Available,90005,2018,Multifamily Housing,24.7,45.7,1379.7,24.7,45.5,1978,004,"20,000 to 49,999 sqft"
2558 N SAN FERNANDO RD,488493861753,,NOT COMPLIED,,,,,,,,,,,,,,90065,2018,,,,,,,,013,"20,000 to 49,999 sqft"
19801 S VERMONT AVE,473256768194,,NOT COMPLIED,,,,,,,,,,,,,,90502,2017,,,,,,,,063,"50,000 to 99,999 sqft"
412 W 6TH ST,484814839771,,NOT COMPLIED,,,,,,,,,,,,,,90014,2018,,,,,,,,BRK,"100,000+ sqft"
11925 WILSHIRE BLVD,420863839690,104.0,COMPLIED,11.5,11.5,41.0,No,Not Available,Not Available,"11925 Wilshire Associates, LLC",27318.0,522.3,19.12,1.0,100.0,Not Available,90025,2018,Office,54.1,151.4,522.3,Not Available,Not Available,1991,095,"20,000 to 49,999 sqft"
21111 SHERMAN WAY,382300896278,,NOT COMPLIED,,,,,,,,,,,,,,91303,2018,,,,,,,,024,"20,000 to 49,999 sqft"
5077 N LANKERSHIM BLVD,T00000000497,373.5,COMPLIED,3.2,3.2,44.0,No,Not Available,Not Available,"AvalonBay Communities, Inc",163818.0,Not Available,Not Available,1.0,95.0,Not Available,91601,2017,Multifamily Housing,30.2,94.0,897.3,30.2,94.0,2015,033,"100,000+ sqft"
509 S WESTMORELAND AVE,474182846179,,NOT COMPLIED,,,,,,,,,,,,,,90020,2018,,,,,,,,016,"20,000 to 49,999 sqft"
15220 SHERMAN WAY,421156895767,66.7,COMPLIED,-49.4,-49.4,100.0,No,Not Available,Not Available,Yardi Energy,26000.0,Not Available,Not Available,1.0,95.0,Not Available,91405,2018,Multifamily Housing,42.3,76.4,1346.5,42.3,76.4,1963,021,"20,000 to 49,999 sqft"
742 W MIRAFLORES AVE,472520732661,32.3,COMPLIED,3.6,3.6,Not Available,No,Not Available,Not Available,ece_cola_gsd,7500.0,Not Available,Not Available,1.0,100.0,Not Available,90731,2017,Fire Station,61.7,159.9,453.1,Not Available,Not Available,2001,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
7710 HASKELL AVE,418314899456,211.4,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Orly International,71772.0,Not Available,Not Available,1.0,100.0,Not Available,91406,2018,Manufacturing/Industrial Plant,44.5,105.7,799.2,44.9,104.1,1972,023,"50,000 to 99,999 sqft"
8930 WINNETKA AVE,389347907548,,NOT COMPLIED,,,,,,,,,,,,,,91324,2018,,,,,,,,002,"20,000 to 49,999 sqft"
1050 S HILL ST,483165837097,,NOT COMPLIED,,,,,,,,,,,,,,90015,2018,,,,,,,,019,"20,000 to 49,999 sqft"
1874 N HILLHURST AVE,474778860805,43.6,COMPLIED,15.4,15.4,Not Available,No,Not Available,Not Available,LOS ANGELES PUBLIC LIBRARY,10449.0,Not Available,Not Available,1.0,100.0,Not Available,90027,2016,Library,59.2,165.8,334.7,Not Available,Not Available,1999,001,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
15231 SHERMAN WAY,421100896170,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Genessy Management,27220.0,Not Available,Not Available,1.0,100.0,Not Available,91405,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2000,115,"20,000 to 49,999 sqft"
16601 VENTURA BLVD,411914880329,,NOT COMPLIED,,,,,,,,,,,,,,91436,2017,,,,,,,,018,"50,000 to 99,999 sqft"
12030 SHELDON ST,442511909386,,NOT COMPLIED,,,,,,,,,,,,,,91352,2018,,,,,,,,027,"20,000 to 49,999 sqft"
13576 DESMOND ST,432391922600,,NOT COMPLIED,,,,,,,,,,,,,,91331,2018,,,,,,,,023,"50,000 to 99,999 sqft"
959 S GRAMERCY PL,466711842226,,NOT COMPLIED,,,,,,,,,,,,,,90019,2018,,,,,,,,021,"20,000 to 49,999 sqft"
336 W ANAHEIM ST,480997741936,,NOT COMPLIED,,,,,,,,,,,,,,90744,2017,,,,,,,,041,"50,000 to 99,999 sqft"
13003 SHERMAN WAY,435583896502,,NOT COMPLIED,,,,,,,,,,,,,,91605,2017,,,,,,,,019,"100,000+ sqft"
1040 S MAIN ST,T00000000229,,NOT COMPLIED,,,,,,,,,,,,,,90015,2018,,,,,,,,032,"20,000 to 49,999 sqft"
1800 VINE ST,462828860437,3.0,COMPLIED,-98.6,-98.6,100.0,No,Not Available,Not Available,Archway Holdings,50000.0,Not Available,Not Available,1.0,90.0,Not Available,90028,2018,Office,0.8,2.2,29.0,Not Available,Not Available,1983,022,"50,000 to 99,999 sqft"
19191 S VERMONT AVE,473224770241,,NOT COMPLIED,,,,,,,,,,,,,,90502,2018,,,,,,,,021,"100,000+ sqft"
20600 W VENTURA BLVD,16379,,NOT COMPLIED,,,,,,,,,,,,,,91364,2018,,,,,,,,014,"100,000+ sqft"
5435 W SAN FERNANDO RD,478278877673,66.0,COMPLIED,-53.7,-53.7,91.0,No,Not Available,Not Available,Active Window Products,61200.0,Not Available,Not Available,1.0,100.0,Not Available,90039,2017,Non-Refrigerated Warehouse,15.7,39.0,149.7,17.1,40.4,1975,010,"50,000 to 99,999 sqft"
939 S HILL ST,T00000000495,641.5,COMPLIED,-9.2,-9.2,65.0,No,Not Available,Not Available,GID,238932.0,Not Available,Not Available,1.0,95.0,Not Available,90015,2018,Multifamily Housing,40.9,94.5,8833.3,41.0,94.6,2015,026,"100,000+ sqft"
6131 LANKERSHIM BLVD,445170888801,,NOT COMPLIED,,,,,,,,,,,,,,91606,2017,,,,,,,,040,"50,000 to 99,999 sqft"
1810 S BROADWAY,481352834057,415.8,COMPLIED,52.1,52.1,13.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",89374.0,Not Available,Not Available,1.0,100.0,Not Available,90015,2018,Retail Store,72.4,157.4,1604.6,Not Available,Not Available,1985,009,"50,000 to 99,999 sqft"
6514 N SYLMAR AVE,426724891436,79.7,COMPLIED,299.2,299.2,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",8164.0,Not Available,Not Available,1.0,100.0,Not Available,91401,2017,Other - Recreation,133.2,386.5,276.8,138.4,392.0,1978,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
16230 FILBERT ST,415463938583,,NOT COMPLIED,,,,,,,,,,,,,,91342,2017,,,,,,,,021,"50,000 to 99,999 sqft"
4009 MELROSE AVE,474692852969,,NOT COMPLIED,,,,,,,,,,,,,,90029,2018,,,,,,,,013,"20,000 to 49,999 sqft"
16867 KINGSBURY ST,410635918657,,NOT COMPLIED,,,,,,,,,,,,,,91344,2018,,,,,,,,038,"50,000 to 99,999 sqft"
1840 S COTNER AVE,427484838762,15.6,COMPLIED,-54.1,-54.1,Not Available,No,Not Available,Not Available,ece_cola_gsd,12648.0,Not Available,Not Available,1.0,100.0,Not Available,90025,2016,Other - Services,17.6,46.0,161.0,19.0,47.4,2010,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
727 S MARIPOSA AVE,471133843960,,NOT COMPLIED,,,,,,,,,,,,,,90005,2018,,,,,,,,005,"20,000 to 49,999 sqft"
15025 SATICOY ST,422463898822,,NOT COMPLIED,,,,,,,,,,,,,,91405,2018,,,,,,,,022,"20,000 to 49,999 sqft"
2390 PORTLAND ST,476125833960,114.5,COMPLIED,-16.3,-16.3,74.0,No,Not Available,Not Available,University of Southern California,61157.0,1340.5,21.92,1.0,100.0,Not Available,90007,2018,Multifamily Housing,30.8,56.3,1340.5,31.0,56.5,1979,016,"20,000 to 49,999 sqft"
4575 E HUNTINGTON DR SOUTH,505033853544,51.6,COMPLIED,-36.5,-36.5,Not Available,No,Not Available,Not Available,ece_cola_gsd,17372.0,Not Available,Not Available,1.0,100.0,Not Available,90032,2017,Fire Station,45.6,98.0,122.5,47.3,96.8,1981,904,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
621 W ROSECRANS AVE,474884786882,920.8,COMPLIED,342.4,342.4,Not Available,No,Not Available,Not Available,Orange Hoildings,70000.0,Not Available,Not Available,3.0,75.0,Not Available,90248,2017,Mixed Use Property,173.5,544.6,2515.5,173.5,544.6,1958,031,"50,000 to 99,999 sqft"
2927 W FRANCIS AVE,473795843269,242.2,COMPLIED,-40.3,-40.3,97.0,Yes,Not Available,Not Available,Mercy Housing,134519.0,Not Available,Not Available,2.0,100.0,Not Available,90005,2017,Multifamily Housing,28.3,57.0,3077.6,28.6,57.4,2014,BRK,"100,000+ sqft"
1001 S OLIVE ST,112217100663,,NOT COMPLIED,,,,,,,,,,,,,,90015,2017,,,,,,,,016,"100,000+ sqft"
106 E OLYMPIC BLVD,483941837037,225.5,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",302319.0,Not Available,Not Available,1.0,100.0,Not Available,90015,2018,Parking,11.1,27.6,5427.6,11.1,27.6,1979,040,"100,000+ sqft"
1410 ELKGROVE CIR,422823823252,,NOT COMPLIED,,,,,,,,,,,,,,90291,2018,,,,,,,,034,"20,000 to 49,999 sqft"
13843 OXNARD ST,430122888274,263.7,COMPLIED,2.7,2.7,45.0,No,Not Available,Not Available,Weiss Investment Properties,84094.0,Not Available,Not Available,1.0,85.0,Not Available,91401,2017,Multifamily Housing,54.5,79.2,3646.8,57.0,81.8,1990,023,"50,000 to 99,999 sqft"
6400 S CRESCENT PARK,112217100637,,NOT COMPLIED,,,,,,,,,,,,,,90094,2018,,,,,,,,BRK,"100,000+ sqft"
200 WORLD WAY,439025802893,6468.2,COMPLIED,264.9,264.9,Not Available,No,Not Available,Not Available,Los Angeles World Airports,501396.0,Not Available,Not Available,1.0,50.0,Not Available,90045,2018,Transportation Terminal/Station,207.2,408.7,34572.2,222.6,424.8,1962,900,"100,000+ sqft (CITY OWNED BUILDINGS)"
8830 ETIWANDA AVE,400849907006,,NOT COMPLIED,,,,,,,,,,,,,,91325,2018,,,,,,,,023,"20,000 to 49,999 sqft"
11940 KLING ST,442625879106,,NOT COMPLIED,,,,,,,,,,,,,,91607,2018,,,,,,,,010,"20,000 to 49,999 sqft"
3310 E OLYMPIC BLVD,498759829076,,NOT COMPLIED,,,,,,,,,,,,,,90023,2018,,,,,,,,035,"20,000 to 49,999 sqft"
500 LANDFAIR AVE,425191847673,316.3,COMPLIED,120.8,120.8,1.0,No,Not Available,Not Available,UCHA,35210.0,Not Available,Not Available,1.0,95.0,Not Available,90024,2017,Residence Hall/Dormitory,138.5,295.0,4088.5,144.7,310.8,1972,040,"50,000 to 99,999 sqft"
433 E TEMPLE ST,489795841015,227.7,COMPLIED,4.1,4.1,46.0,No,Not Available,Not Available,Los Angeles Department of Water and Power,36200.0,Not Available,Not Available,1.0,100.0,Not Available,90012,2016,Office,85.7,250.0,59.9,Not Available,Not Available,1987,906,"20,000 to 49,999 sqft (CITY OWNED BUILDINGS)"
9420 ETON AVE,381268911025,43.2,COMPLIED,10.2,10.2,42.0,No,Not Available,Not Available,Schneider Electric ESS,12143.0,Not Available,Not Available,1.0,85.0,Not Available,91311,2018,Office,50.6,140.8,147.1,49.5,137.6,2000,020,"20,000 to 49,999 sqft"
15215 VICTORY BLVD,421135890729,129.7,COMPLIED,30.8,30.8,14.0,No,Not Available,Not Available,Yardi Energy,31009.0,Not Available,Not Available,1.0,95.0,Not Available,91411,2018,Multifamily Housing,70.1,120.1,1819.9,72.8,123.0,1969,015,"20,000 to 49,999 sqft"
10210 S FIGUEROA ST,476080801870,,NOT COMPLIED,,,,,,,,,,,,,,90003,2018,,,,,,,,033,"20,000 to 49,999 sqft"
601 WILSHIRE BLVD,484045840135,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,611 Wilshire Properties,172067.0,1257.9,7.31,1.0,60.0,Not Available,90017,2017,Office,Not Available,Not Available,1257.9,Not Available,Not Available,1952,021,"100,000+ sqft"
17810 SUPERIOR ST,403970912459,,NOT COMPLIED,,,,,,,,,,,,,,91325,2018,,,,,,,,022,"20,000 to 49,999 sqft"
1545 WILCOX AVE,461381858675,70.7,COMPLIED,-51.8,-51.8,Not Available,No,Not Available,Not Available,NGKF,50098.0,3.1,0.06,1.0,90.0,Not Available,90028,2018,Office,20.0,56.1,3.1,20.2,56.5,1930,030,"50,000 to 99,999 sqft"
1301 W COURT ST,483971845887,15.3,COMPLIED,-66.6,-66.6,100.0,No,Not Available,Not Available,"Solari Enterprises, Inc.",22400.0,Not Available,Not Available,1.0,100.0,Not Available,90026,2018,Multifamily Housing,10.3,24.4,1875.6,10.3,24.2,2005,029,"20,000 to 49,999 sqft"
11144 W WEDDINGTON,448500883201,181.4,COMPLIED,65.8,65.8,Not Available,No,Not Available,Not Available,Southern California Real Estate Services,38820.0,127.2,3.28,1.0,100.0,Not Available,91601,2018,Movie Theater,66.3,185.8,127.2,65.2,182.6,2016,089,"20,000 to 49,999 sqft"
8080 LANGDON AVE,420084902076,49.0,COMPLIED,-60.0,-60.0,100.0,No,Not Available,Not Available,LANGDON B PROPERTY LLC,24415.0,Not Available,Not Available,1.0,95.0,Not Available,91406,2018,Multifamily Housing,37.4,41.4,2083.2,Not Available,Not Available,1967,020,"20,000 to 49,999 sqft"
4760 SEPULVEDA BLVD,439252823201,,NOT COMPLIED,,,,,,,,,,,,,,90230,2018,,,,,,,,016,"20,000 to 49,999 sqft"
3731 WILSHIRE BLVD,468501845175,,NOT COMPLIED,,,,,,,,,,,,,,90010,2018,,,,,,,,017,"100,000+ sqft"
10915 ROSE AVE,434706831461,,NOT COMPLIED,,,,,,,,,,,,,,90034,2018,,,,,,,,006,"20,000 to 49,999 sqft"
2100 W 3RD ST,478814845148,935.7,COMPLIED,127.2,127.2,1.0,No,Not Available,Not Available,Stockdale Management,93410.0,4727.3,50.61,1.0,65.0,Not Available,90057,2016,Medical Office,132.1,414.8,4727.3,131.6,413.2,1990,034,"100,000+ sqft"
2000 S MAIN ST,481287833138,,NOT COMPLIED,,,,,,,,,,,,,,90011,2018,,,,,,,,010,"20,000 to 49,999 sqft"
2610 PORTLAND ST,476177833534,71.5,COMPLIED,-78.0,-78.0,100.0,No,Not Available,Not Available,University of Southern California,82557.0,1021.5,12.37,1.0,100.0,Not Available,90007,2017,Residence Hall/Dormitory,13.6,27.4,1021.5,13.9,27.7,1979,021,"50,000 to 99,999 sqft"
19431 BUSINESS CENTER DR,393288907341,117.4,COMPLIED,-34.1,-34.1,94.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",41622.0,Not Available,Not Available,1.0,100.0,Not Available,91324,2018,Multifamily Housing,53.0,56.2,1798.1,53.0,56.2,1978,099,"20,000 to 49,999 sqft"
17849 MARGATE ST,403878884234,115.8,COMPLIED,-2.9,-2.9,54.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",46578.0,Not Available,Not Available,2.0,100.0,Not Available,91316,2018,Multifamily Housing,39.2,81.9,2313.0,39.7,82.4,1970,002,"50,000 to 99,999 sqft"
15240 KITTRIDGE ST,420882891921,,NOT COMPLIED,,,,,,,,,,,,,,91405,2018,,,,,,,,002,"20,000 to 49,999 sqft"
1570 N EDGEMONT ST,472163858927,73.7,COMPLIED,-34.1,-34.1,94.0,No,Not Available,Not Available,"RealPage Utility Management, Inc.",33077.0,Not Available,Not Available,1.0,95.0,Not Available,90027,2018,Multifamily Housing,36.6,67.2,1244367.3,36.6,67.2,1959,018,"20,000 to 49,999 sqft"
10965 BLUFFSIDE DR,450045874298,370.3,COMPLIED,28.5,28.5,15.0,No,Not Available,Not Available,"AvalonBay Communities, Inc",126104.0,Not Available,Not Available,1.0,95.0,Not Available,91604,2016,Multifamily Housing,46.6,91.3,3661.0,46.6,91.3,2002,003,"100,000+ sqft"
6400 FRANKLIN AVE,462087860771,130.3,COMPLIED,-63.4,-63.4,Not Available,No,Not Available,Not Available,AMDA INC.,48518.0,Not Available,Not Available,1.0,90.0,Not Available,90028,2018,Residence Hall/Dormitory,44.8,77.9,3218.0,Not Available,Not Available,1928,009,"20,000 to 49,999 sqft"
3380 W SAN FERNANDO RD,485183865611,20.5,COMPLIED,-65.8,-65.8,Not Available,No,Not Available,Not Available,Rexford Industrial,41475.0,Not Available,Not Available,7.0,100.0,Not Available,90065,2017,Non-Refrigerated Warehouse,6.5,20.5,644.6,6.4,20.1,1966,027,"50,000 to 99,999 sqft"
4420 SEPULVEDA BLVD,420340877544,266.7,COMPLIED,-11.6,-11.6,70.0,No,Not Available,Not Available,"Conservice, LLC",91245.0,Not Available,Not Available,1.0,90.0,Not Available,91403,2017,Multifamily Housing,43.8,100.8,4028.3,43.8,100.8,1989,054,"50,000 to 99,999 sqft"
420 S LA FAYETTE PARK PL,476481846019,,NOT COMPLIED,,,,,,,,,,,,,,90057,2017,,,,,,,,006,"50,000 to 99,999 sqft"
1844 S MAIN ST,481610833797,,NOT COMPLIED,,,,,,,,,,,,,,90015,2018,,,,,,,,017,"20,000 to 49,999 sqft"
22122 W VICTORY BLVD,377508890339,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"AvalonBay Communities, Inc",28853.0,Not Available,Not Available,1.0,100.0,Not Available,91367,2018,Other - Lodging/Residential,Not Available,Not Available,0.0,Not Available,Not Available,1971,023,"20,000 to 49,999 sqft"
760 S WESTMORELAND AVE,474157843775,69.5,COMPLIED,-62.8,-62.8,97.0,No,Not Available,Not Available,First Baptist Church of Los Angeles,109016.0,333.9,3.06,1.0,20.0,32.1,90005,2016,Worship Facility,8.9,24.7,365.9,9.0,24.9,1927,017,"100,000+ sqft"
744 BEACON AVE,479021841867,,NOT COMPLIED,,,,,,,,,,,,,,90017,2018,,,,,,,,017,"20,000 to 49,999 sqft"
3100 S VERMONT AVE,473444832205,198.0,COMPLIED,-9.8,-9.8,65.0,No,Not Available,Not Available,AIMCO,90776.0,Not Available,Not Available,1.0,95.0,Not Available,90007,2017,Multifamily Housing,32.3,76.8,5739.4,32.9,77.4,1977,059,"100,000+ sqft"
6911 HOLLYWOOD BLVD,458449859785,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Chinese Theatres, LLC",15000.0,Not Available,Not Available,1.0,20.0,Not Available,90028,2018,Movie Theater,Not Available,Not Available,Not Available,Not Available,Not Available,1927,022,"20,000 to 49,999 sqft"
18110 CHATSWORTH ST,402257918661,5.7,COMPLIED,-98.0,-98.0,100.0,No,Not Available,Not Available,Global Realty Corp,105000.0,Not Available,Not Available,1.0,95.0,Not Available,91344,2016,Multifamily Housing,0.7,2.3,6644.1,Not Available,Not Available,1979,020,"100,000+ sqft"
906 E 3RD ST,490630839115,60.5,COMPLIED,-73.1,-73.1,100.0,No,Not Available,Not Available,Trans Pacific Management,68495.0,Not Available,Not Available,1.0,80.0,Not Available,90013,2017,Mixed Use Property,15.2,22.9,967.7,16.0,23.7,1908,022,"50,000 to 99,999 sqft"
1741 IVAR AVE,462214859901,,NOT COMPLIED,,,,,,,,,,,,,,90028,2018,,,,,,,,019,"20,000 to 49,999 sqft"
6701 CENTER DR WEST,442316814790,1298.0,COMPLIED,-33.4,-33.4,83.0,No,Not Available,Not Available,"BRE HH Property Owner, LLC",342394.0,4218.2,12.32,1.0,80.0,Not Available,90045,2017,Office,50.0,157.0,4218.2,Not Available,Not Available,1985,020,"100,000+ sqft"
21110 NORDHOFF ST,382445908475,0.1,COMPLIED,-99.9,-99.9,Not Available,No,Not Available,Not Available,Unknown,27444.0,Not Available,Not Available,1.0,100.0,Not Available,91311,2017,Other,0.0,0.1,1040.8,0.0,0.1,1977,039,"50,000 to 99,999 sqft"
410 N ROSSMORE AVE,462672850924,219.0,NOT COMPLIED,9.0,9.0,35.0,No,Not Available,Not Available,"MKB Ventures, LP",47133.0,374.0,7.94,1.0,90.0,Not Available,90004,2017,Multifamily Housing,78.8,125.1,1705.6,Not Available,Not Available,1944,025,"50,000 to 99,999 sqft"
16501 VENTURA BLVD,412546880262,629.9,COMPLIED,-46.5,-46.5,91.0,Not Available,08/02/2017,2017,650186,197214.0,Not Available,Not Available,1.0,90.0,Not Available,91436,2018,Office,46.3,122.9,3981.9,46.1,120.6,1986,019,"100,000+ sqft"
1730 W OLYMPIC BLVD,477950840641,,NOT COMPLIED,,,,,,,,,,,,,,90015,2017,,,,,,,,029,"50,000 to 99,999 sqft"
15546 CHASE ST,419178904335,88.6,COMPLIED,2.5,2.5,Not Available,No,Not Available,Not Available,Pama Management,21325.0,2781.4,130.43,1.0,100.0,Not Available,91343,2018,Multifamily Housing,69.3,121.0,2781.4,71.5,123.4,1964,024,"20,000 to 49,999 sqft"
7260 WORLD WAY WEST,434113801317,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Los Angeles World Airports,52077.0,Not Available,Not Available,1.0,50.0,Not Available,90045,2017,Other,Not Available,Not Available,Not Available,Not Available,Not Available,1964,903,"20,000 to 49,999 sqft (CITY OWNED BUILDINGS)"
1426 W 224TH ST,469869758142,1.7,COMPLIED,-96.8,-96.8,100.0,No,Not Available,Not Available,cox management group,20450.0,Not Available,Not Available,1.0,100.0,Not Available,90501,2018,Multifamily Housing,1.3,2.9,2773.4,1.3,2.9,1956,006,"20,000 to 49,999 sqft"
18550 VINCENNES ST,399132910370,105.5,COMPLIED,-17.4,-17.4,81.0,No,Not Available,Not Available,"Harges Family Partnership, LP",40252.0,Not Available,Not Available,1.0,95.0,Not Available,91324,2018,Multifamily Housing,44.0,74.7,1395.1,44.9,75.6,1980,042,"20,000 to 49,999 sqft"
9430 TOPANGA CANYON BLVD,378715910817,,NOT COMPLIED,,,,,,,,,,,,,,91311,2018,,,,,,,,041,"20,000 to 49,999 sqft"
3201 OVERLAND AVE,435763833346,678.8,COMPLIED,-27.6,-27.6,89.0,No,Not Available,Not Available,Moss & Company,401800.0,Not Available,Not Available,1.0,95.0,Not Available,90034,2016,Multifamily Housing,27.1,51.4,14677.5,28.5,52.8,1973,036,"100,000+ sqft"
12121 WILSHIRE BLVD,419828838735,1081.7,COMPLIED,-42.0,-42.0,90.0,No,08/04/2017,"2017, 2007, 2006, 2005, 2004, 2003, 2002, 2001",650186,335070.0,Not Available,Not Available,1.0,90.0,Not Available,90025,2017,Office,42.6,133.7,3295.2,42.6,133.7,1984,055,"100,000+ sqft"
5106 COLDWATER CANYON AVE,436712882066,,NOT COMPLIED,,,,,,,,,,,,,,91423,2018,,,,,,,,012,"20,000 to 49,999 sqft"
5115 WILSHIRE BLVD,458293845246,514.3,COMPLIED,12.0,12.0,32.0,No,Not Available,Not Available,"AvalonBay Communities, Inc",169095.0,Not Available,Not Available,1.0,95.0,Not Available,90036,2017,Multifamily Housing,48.1,95.3,7181.1,48.1,95.3,2005,035,"100,000+ sqft"
2710 W TEMPLE ST,477983849023,62.8,COMPLIED,-64.5,-64.5,Not Available,No,Not Available,Not Available,ece_cola_gsd,27975.0,647.4,23.14,1.0,100.0,Not Available,90026,2018,Police Station,42.3,44.4,1343.5,42.3,44.4,2010,911,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
307 E JEFFERSON BLVD,480204828836,,NOT COMPLIED,,,,,,,,,,,,,,90011,2018,,,,,,,,034,"20,000 to 49,999 sqft"
8421 LANGDON AVE,419396904071,191.6,COMPLIED,-7.6,-7.6,62.0,No,Not Available,Not Available,Weiss Investment Properties,52506.0,Not Available,Not Available,1.0,95.0,Not Available,91343,2017,Multifamily Housing,61.2,100.8,2884.5,64.4,104.1,1964,021,"50,000 to 99,999 sqft"
451 S HARVARD BLVD,469414846471,307.1,COMPLIED,-20.4,-20.4,84.0,No,Not Available,Not Available,Roxbury Properties,122396.0,Not Available,Not Available,1.0,95.0,Not Available,90020,2017,Multifamily Housing,41.2,75.6,8821.8,41.9,76.3,1972,026,"100,000+ sqft"
16750 PARTHENIA ST,411125905466,13.4,COMPLIED,-96.1,-96.1,100.0,No,Not Available,Not Available,Landmark,113578.0,Not Available,Not Available,1.0,90.0,Not Available,91343,2018,Multifamily Housing,1.9,3.6,4555.5,1.9,3.6,1965,028,"20,000 to 49,999 sqft"
415 S SAN PEDRO ST,487833839079,,NOT COMPLIED,,,,,,,,,,,,,,90013,2018,,,,,,,,037,"50,000 to 99,999 sqft"
5020 RODEO RD,454560830136,58.2,COMPLIED,-58.2,-58.2,100.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",68410.0,Not Available,Not Available,2.0,100.0,Not Available,90016,2018,Multifamily Housing,12.8,30.7,2060.9,12.8,30.7,1955,008,"20,000 to 49,999 sqft"
2511 DALY ST,496121849867,,NOT COMPLIED,,,,,,,,,,,,,,90031,2018,,,,,,,,020,"20,000 to 49,999 sqft"
1000 W OLYMPIC BLVD,T00000000058,664.0,COMPLIED,150.1,150.1,Not Available,No,Not Available,Not Available,"LA LIVE Properties, LLC",127327.0,1821.8,14.31,1.0,100.0,Not Available,90015,2017,Movie Theater,69.6,212.8,1821.8,Not Available,Not Available,2009,BRK,"100,000+ sqft"
